protein_id,length,n_homologs,mode,n_homologs_used,n_homologs_avail,p,K,drafter_accuracy,mean_accepted,mean_tokens_per_step,acceptance_rate,n_steps,ref_source
P61869,305,32,prefix,32,64,12,16,0.9541,10.3333,11.2963,0.6519,27,query_3di
P61869,305,32,prefix,32,64,16,1,0.9607,0.949,1.9427,0.949,157,query_3di
P61869,305,32,prefix,32,64,16,2,0.9607,1.9143,2.9048,0.9571,105,query_3di
P61869,305,32,prefix,32,64,16,4,0.9607,3.6923,4.6923,0.9231,65,query_3di
P61869,305,32,prefix,32,64,16,8,0.9607,7.0526,8.0263,0.8816,38,query_3di
P61869,305,32,prefix,32,64,16,12,0.9607,8.871,9.8387,0.7453,31,query_3di
P61869,305,32,prefix,32,64,16,16,0.9607,10.7692,11.7308,0.6983,26,query_3di
P61869,305,64,static,64,64,,1,0.8754,0.8827,1.8827,0.8827,162,query_3di
P61869,305,64,static,64,64,,2,0.8754,1.5932,2.5847,0.8,118,query_3di
P61869,305,64,static,64,64,,4,0.8754,2.7317,3.7195,0.6829,82,query_3di
P61869,305,64,static,64,64,,8,0.8754,4.1864,5.1695,0.5289,59,query_3di
P61869,305,64,static,64,64,,12,0.8754,4.8846,5.8654,0.4219,52,query_3di
P61869,305,64,static,64,64,,16,0.8754,5.6522,6.6304,0.3779,46,query_3di
P61869,305,64,prefix,64,64,1,1,0.8787,0.8773,1.8712,0.8773,163,query_3di
P61869,305,64,prefix,64,64,1,2,0.8787,1.6293,2.6293,0.8147,116,query_3di
P61869,305,64,prefix,64,64,1,4,0.8787,2.7778,3.7654,0.6966,81,query_3di
P61869,305,64,prefix,64,64,1,8,0.8787,4.2759,5.2586,0.5475,58,query_3di
P61869,305,64,prefix,64,64,1,12,0.8787,5.0,5.9804,0.4374,51,query_3di
P61869,305,64,prefix,64,64,1,16,0.8787,5.6522,6.6304,0.3829,46,query_3di
P61869,305,64,prefix,64,64,2,1,0.8984,0.9062,1.9062,0.9062,160,query_3di
P61869,305,64,prefix,64,64,2,2,0.8984,1.708,2.6991,0.8578,113,query_3di
P61869,305,64,prefix,64,64,2,4,0.8984,3.0263,4.0132,0.7566,76,query_3di
P61869,305,64,prefix,64,64,2,8,0.8984,4.8846,5.8654,0.621,52,query_3di
P61869,305,64,prefix,64,64,2,12,0.8984,5.9545,6.9318,0.5168,44,query_3di
P61869,305,64,prefix,64,64,2,16,0.8984,6.65,7.625,0.4463,40,query_3di
P61869,305,64,prefix,64,64,4,1,0.9279,0.9551,1.9551,0.9551,156,query_3di
P61869,305,64,prefix,64,64,4,2,0.9279,1.8241,2.8241,0.912,108,query_3di
P61869,305,64,prefix,64,64,4,4,0.9279,3.3099,4.2958,0.8333,71,query_3di
P61869,305,64,prefix,64,64,4,8,0.9279,6.1163,7.093,0.7758,43,query_3di
P61869,305,64,prefix,64,64,4,12,0.9279,7.7429,8.7143,0.6452,35,query_3di
P61869,305,64,prefix,64,64,4,16,0.9279,8.5625,9.5312,0.5394,32,query_3di
P61869,305,64,prefix,64,64,8,1,0.9311,0.9427,1.9427,0.9427,157,query_3di
P61869,305,64,prefix,64,64,8,2,0.9311,1.7982,2.7982,0.8991,109,query_3di
P61869,305,64,prefix,64,64,8,4,0.9311,3.4348,4.4203,0.865,69,query_3di
P61869,305,64,prefix,64,64,8,8,0.9311,5.6522,6.6304,0.7163,46,query_3di
P61869,305,64,prefix,64,64,8,12,0.9311,8.0,8.9706,0.6667,34,query_3di
P61869,305,64,prefix,64,64,8,16,0.9311,8.5625,9.5312,0.5394,32,query_3di
P61869,305,64,prefix,64,64,12,1,0.941,0.9304,1.9304,0.9304,158,query_3di
P61869,305,64,prefix,64,64,12,2,0.941,1.8774,2.8774,0.9387,106,query_3di
P61869,305,64,prefix,64,64,12,4,0.941,3.5,4.4853,0.8815,68,query_3di
P61869,305,64,prefix,64,64,12,8,0.941,6.1163,7.093,0.7758,43,query_3di
P61869,305,64,prefix,64,64,12,12,0.941,8.2727,9.2424,0.6894,33,query_3di
P61869,305,64,prefix,64,64,12,16,0.941,9.2,10.1667,0.5798,30,query_3di
P61869,305,64,prefix,64,64,16,1,0.9475,0.9367,1.9304,0.9367,158,query_3di
P61869,305,64,prefix,64,64,16,2,0.9475,1.8868,2.8774,0.9434,106,query_3di
P61869,305,64,prefix,64,64,16,4,0.9475,3.5522,4.5522,0.8881,67,query_3di
P61869,305,64,prefix,64,64,16,8,0.9475,6.2857,7.2619,0.7857,42,query_3di
P61869,305,64,prefix,64,64,16,12,0.9475,8.2727,9.2424,0.6947,33,query_3di
P61869,305,64,prefix,64,64,16,16,0.9475,9.5517,10.5172,0.6169,29,query_3di
P62593,286,4,static,4,64,,1,0.9476,0.9324,1.9324,0.9324,148,query_3di
P62593,286,4,static,4,64,,2,0.9476,1.8137,2.8039,0.9113,102,query_3di
P62593,286,4,static,4,64,,4,0.9476,3.4844,4.4688,0.8711,64,query_3di
P62593,286,4,static,4,64,,8,0.9476,6.0,6.9756,0.7664,41,query_3di
P62593,286,4,static,4,64,,12,0.9476,8.5667,9.5333,0.7139,30,query_3di
P62593,286,4,static,4,64,,16,0.9476,9.6296,10.5926,0.6061,27,query_3di
P62593,286,4,prefix,4,64,1,1,0.9545,0.9456,1.9456,0.9456,147,query_3di
P62593,286,4,prefix,4,64,1,2,0.9545,1.8416,2.8317,0.9254,101,query_3di
P62593,286,4,prefix,4,64,1,4,0.9545,3.5556,4.5397,0.8889,63,query_3di
P62593,286,4,prefix,4,64,1,8,0.9545,6.175,7.15,0.7891,40,query_3di
P62593,286,4,prefix,4,64,1,12,0.9545,8.8966,9.8621,0.7414,29,query_3di
P62593,286,4,prefix,4,64,1,16,0.9545,10.48,11.44,0.6599,25,query_3di
P62593,286,4,prefix,4,64,2,1,0.9545,0.9324,1.9324,0.9324,148,query_3di
P62593,286,4,prefix,4,64,2,2,0.9545,1.86,2.86,0.93,100,query_3di
P62593,286,4,prefix,4,64,2,4,0.9545,3.5556,4.5397,0.8996,63,query_3di
P62593,286,4,prefix,4,64,2,8,0.9545,6.359,7.3333,0.8,39,query_3di
P62593,286,4,prefix,4,64,2,12,0.9545,9.25,10.2143,0.7848,28,query_3di
P62593,286,4,prefix,4,64,2,16,0.9545,10.9583,11.9167,0.7089,24,query_3di
P62593,286,4,prefix,4,64,4,1,0.958,0.9392,1.9324,0.9392,148,query_3di
P62593,286,4,prefix,4,64,4,2,0.958,1.8416,2.8317,0.9254,101,query_3di
P62593,286,4,prefix,4,64,4,4,0.958,3.7049,4.6885,0.93,61,query_3di
P62593,286,4,prefix,4,64,4,8,0.958,6.359,7.3333,0.8052,39,query_3di
P62593,286,4,prefix,4,64,4,12,0.958,9.5926,10.5926,0.7994,27,query_3di
P62593,286,4,prefix,4,64,4,16,0.958,11.4783,12.4348,0.7233,23,query_3di
P62593,286,4,prefix,4,64,8,1,0.9615,0.9392,1.9324,0.9392,148,query_3di
P62593,286,4,prefix,4,64,8,2,0.9615,1.87,2.86,0.9397,100,query_3di
P62593,286,4,prefix,4,64,8,4,0.9615,3.7049,4.6885,0.93,61,query_3di
P62593,286,4,prefix,4,64,8,8,0.9615,6.5526,7.5263,0.83,38,query_3di
P62593,286,4,prefix,4,64,8,12,0.9615,10.0,11.0,0.8333,26,query_3di
P62593,286,4,prefix,4,64,8,16,0.9615,12.0455,13.0,0.7593,22,query_3di
P62593,286,4,prefix,4,64,12,1,0.965,0.9589,1.9589,0.9589,146,query_3di
P62593,286,4,prefix,4,64,12,2,0.965,1.87,2.86,0.9397,100,query_3di
P62593,286,4,prefix,4,64,12,4,0.965,3.7049,4.6885,0.9262,61,query_3di
P62593,286,4,prefix,4,64,12,8,0.965,6.7568,7.7297,0.8651,37,query_3di
P62593,286,4,prefix,4,64,12,12,0.965,9.6296,10.5926,0.8025,27,query_3di
P62593,286,4,prefix,4,64,12,16,0.965,12.6667,13.619,0.7988,21,query_3di
P62593,286,4,prefix,4,64,16,1,0.9755,0.9724,1.9724,0.9724,145,query_3di
P62593,286,4,prefix,4,64,16,2,0.9755,1.899,2.8889,0.9543,99,query_3di
P62593,286,4,prefix,4,64,16,4,0.9755,3.7833,4.7667,0.9458,60,query_3di
P62593,286,4,prefix,4,64,16,8,0.9755,6.7568,7.7297,0.8651,37,query_3di
P62593,286,4,prefix,4,64,16,12,0.9755,10.48,11.44,0.8733,25,query_3di
P62593,286,4,prefix,4,64,16,16,0.9755,12.6667,13.619,0.7988,21,query_3di
P62593,286,8,static,8,64,,1,0.9615,0.9524,1.9456,0.9524,147,query_3di
P62593,286,8,static,8,64,,2,0.9615,1.8889,2.8889,0.9444,99,query_3di
P62593,286,8,static,8,64,,4,0.9615,3.6129,4.6129,0.9032,62,query_3di
P62593,286,8,static,8,64,,8,0.9615,6.7568,7.7297,0.8503,37,query_3di
P62593,286,8,static,8,64,,12,0.9615,8.8966,9.8621,0.7633,29,query_3di
P62593,286,8,static,8,64,,16,0.9615,12.0455,13.0,0.755,22,query_3di
P62593,286,8,prefix,8,64,1,1,0.965,0.9658,1.9589,0.9658,146,query_3di
P62593,286,8,prefix,8,64,1,2,0.965,1.9184,2.9184,0.9592,98,query_3di
P62593,286,8,prefix,8,64,1,4,0.965,3.6129,4.6129,0.9032,62,query_3di
P62593,286,8,prefix,8,64,1,8,0.965,6.9722,7.9444,0.8776,36,query_3di
P62593,286,8,prefix,8,64,1,12,0.965,9.25,10.2143,0.7945,28,query_3di
P62593,286,8,prefix,8,64,1,16,0.965,12.6667,13.619,0.794,21,query_3di
P62593,286,8,prefix,8,64,2,1,0.958,0.9589,1.9589,0.9589,146,query_3di
P62593,286,8,prefix,8,64,2,2,0.958,1.8889,2.8889,0.9444,99,query_3di
P62593,286,8,prefix,8,64,2,4,0.958,3.4844,4.4688,0.8814,64,query_3di
P62593,286,8,prefix,8,64,2,8,0.958,6.7568,7.7297,0.8503,37,query_3di
P62593,286,8,prefix,8,64,2,12,0.958,8.8966,9.8621,0.7544,29,query_3di
P62593,286,8,prefix,8,64,2,16,0.958,11.4783,12.4348,0.7458,23,query_3di
P62593,286,8,prefix,8,64,4,1,0.965,0.9658,1.9589,0.9658,146,query_3di
P62593,286,8,prefix,8,64,4,2,0.965,1.899,2.8889,0.9543,99,query_3di
P62593,286,8,prefix,8,64,4,4,0.965,3.629,4.6129,0.9109,62,query_3di
P62593,286,8,prefix,8,64,4,8,0.965,6.9722,7.9444,0.8838,36,query_3di
P62593,286,8,prefix,8,64,4,12,0.965,9.2143,10.2143,0.7679,28,query_3di
P62593,286,8,prefix,8,64,4,16,0.965,12.0455,13.0,0.7615,22,query_3di
P62593,286,8,prefix,8,64,8,1,0.9685,0.9658,1.9589,0.9658,146,query_3di
P62593,286,8,prefix,8,64,8,2,0.9685,1.899,2.8889,0.9543,99,query_3di
P62593,286,8,prefix,8,64,8,4,0.9685,3.7049,4.6885,0.93,61,query_3di
P62593,286,8,prefix,8,64,8,8,0.9685,7.2,8.1714,0.913,35,query_3di
P62593,286,8,prefix,8,64,8,12,0.9685,9.5926,10.5926,0.7994,27,query_3di
P62593,286,8,prefix,8,64,8,16,0.9685,12.6667,13.619,0.8012,21,query_3di
P62593,286,8,prefix,8,64,12,1,0.972,0.9658,1.9589,0.9658,146,query_3di
P62593,286,8,prefix,8,64,12,2,0.972,1.9184,2.9184,0.9592,98,query_3di
P62593,286,8,prefix,8,64,12,4,0.972,3.8475,4.8475,0.9619,59,query_3di
P62593,286,8,prefix,8,64,12,8,0.972,7.4412,8.4118,0.937,34,query_3di
P62593,286,8,prefix,8,64,12,12,0.972,9.6296,10.5926,0.828,27,query_3di
P62593,286,8,prefix,8,64,12,16,0.972,13.35,14.3,0.837,20,query_3di
P62593,286,8,prefix,8,64,16,1,0.972,0.9658,1.9589,0.9658,146,query_3di
P62593,286,8,prefix,8,64,16,2,0.972,1.9184,2.9184,0.9592,98,query_3di
P62593,286,8,prefix,8,64,16,4,0.972,3.8475,4.8475,0.9619,59,query_3di
P62593,286,8,prefix,8,64,16,8,0.972,7.4412,8.4118,0.937,34,query_3di
P62593,286,8,prefix,8,64,16,12,0.972,9.6296,10.5926,0.828,27,query_3di
P62593,286,8,prefix,8,64,16,16,0.972,13.35,14.3,0.837,20,query_3di
P62593,286,16,static,16,64,,1,0.9406,0.9262,1.9195,0.9262,149,query_3di
P62593,286,16,static,16,64,,2,0.9406,1.75,2.75,0.875,104,query_3di
P62593,286,16,static,16,64,,4,0.9406,3.4688,4.4688,0.8672,64,query_3di
P62593,286,16,static,16,64,,8,0.9406,5.8333,6.8095,0.7335,42,query_3di
P62593,286,16,static,16,64,,12,0.9406,8.2581,9.2258,0.7072,31,query_3di
P62593,286,16,static,16,64,,16,0.9406,9.6296,10.5926,0.6032,27,query_3di
P62593,286,16,prefix,16,64,1,1,0.9406,0.9262,1.9195,0.9262,149,query_3di
P62593,286,16,prefix,16,64,1,2,0.9406,1.75,2.75,0.875,104,query_3di
P62593,286,16,prefix,16,64,1,4,0.9406,3.4,4.4,0.85,65,query_3di
P62593,286,16,prefix,16,64,1,8,0.9406,5.8333,6.8095,0.7335,42,query_3di
P62593,286,16,prefix,16,64,1,12,0.9406,8.2581,9.2258,0.7072,31,query_3di
P62593,286,16,prefix,16,64,1,16,0.9406,9.6296,10.5926,0.6032,27,query_3di
P62593,286,16,prefix,16,64,2,1,0.9441,0.9195,1.9195,0.9195,149,query_3di
P62593,286,16,prefix,16,64,2,2,0.9441,1.7767,2.7767,0.8883,103,query_3di
P62593,286,16,prefix,16,64,2,4,0.9441,3.4844,4.4688,0.8814,64,query_3di
P62593,286,16,prefix,16,64,2,8,0.9441,6.175,7.15,0.7767,40,query_3di
P62593,286,16,prefix,16,64,2,12,0.9441,8.8966,9.8621,0.7544,29,query_3di
P62593,286,16,prefix,16,64,2,16,0.9441,10.0385,11.0,0.6444,26,query_3di
P62593,286,16,prefix,16,64,4,1,0.9476,0.9195,1.9195,0.9195,149,query_3di
P62593,286,16,prefix,16,64,4,2,0.9476,1.8039,2.8039,0.902,102,query_3di
P62593,286,16,prefix,16,64,4,4,0.9476,3.4844,4.4688,0.8814,64,query_3di
P62593,286,16,prefix,16,64,4,8,0.9476,6.359,7.3333,0.8,39,query_3di
P62593,286,16,prefix,16,64,4,12,0.9476,8.8966,9.8621,0.7544,29,query_3di
P62593,286,16,prefix,16,64,4,16,0.9476,10.48,11.44,0.6735,25,query_3di
P62593,286,16,prefix,16,64,8,1,0.951,0.9324,1.9324,0.9324,148,query_3di
P62593,286,16,prefix,16,64,8,2,0.951,1.8039,2.8039,0.902,102,query_3di
P62593,286,16,prefix,16,64,8,4,0.951,3.5556,4.5397,0.8996,63,query_3di
P62593,286,16,prefix,16,64,8,8,0.951,6.359,7.3333,0.8,39,query_3di
P62593,286,16,prefix,16,64,8,12,0.951,8.8966,9.8621,0.7588,29,query_3di
P62593,286,16,prefix,16,64,8,16,0.951,10.9583,11.9167,0.7166,24,query_3di
P62593,286,16,prefix,16,64,12,1,0.9685,0.9524,1.9456,0.9524,147,query_3di
P62593,286,16,prefix,16,64,12,2,0.9685,1.8889,2.8889,0.9444,99,query_3di
P62593,286,16,prefix,16,64,12,4,0.9685,3.7667,4.7667,0.9417,60,query_3di
P62593,286,16,prefix,16,64,12,8,0.9685,7.2,8.1714,0.9065,35,query_3di
P62593,286,16,prefix,16,64,12,12,0.9685,9.6296,10.5926,0.828,27,query_3di
P62593,286,16,prefix,16,64,12,16,0.9685,13.35,14.3,0.837,20,query_3di
P62593,286,16,prefix,16,64,16,1,0.9685,0.9524,1.9456,0.9524,147,query_3di
P62593,286,16,prefix,16,64,16,2,0.9685,1.8889,2.8889,0.9444,99,query_3di
P62593,286,16,prefix,16,64,16,4,0.9685,3.7667,4.7667,0.9417,60,query_3di
P62593,286,16,prefix,16,64,16,8,0.9685,7.2,8.1714,0.9065,35,query_3di
P62593,286,16,prefix,16,64,16,12,0.9685,9.6296,10.5926,0.828,27,query_3di
P62593,286,16,prefix,16,64,16,16,0.9685,13.35,14.3,0.837,20,query_3di
P62593,286,32,static,32,64,,1,0.9371,0.9262,1.9195,0.9262,149,query_3di
P62593,286,32,static,32,64,,2,0.9371,1.75,2.75,0.875,104,query_3di
P62593,286,32,static,32,64,,4,0.9371,3.4688,4.4688,0.8672,64,query_3di
P62593,286,32,static,32,64,,8,0.9371,5.8333,6.8095,0.7335,42,query_3di
P62593,286,32,static,32,64,,12,0.9371,8.2581,9.2258,0.7072,31,query_3di
P62593,286,32,static,32,64,,16,0.9371,9.6296,10.5926,0.6032,27,query_3di
P62593,286,32,prefix,32,64,1,1,0.9301,0.9262,1.9195,0.9262,149,query_3di
P62593,286,32,prefix,32,64,1,2,0.9301,1.7238,2.7238,0.8619,105,query_3di
P62593,286,32,prefix,32,64,1,4,0.9301,3.4,4.4,0.85,65,query_3di
P62593,286,32,prefix,32,64,1,8,0.9301,5.6744,6.6512,0.7135,43,query_3di
P62593,286,32,prefix,32,64,1,12,0.9301,7.9688,8.9375,0.6818,32,query_3di
P62593,286,32,prefix,32,64,1,16,0.9301,9.25,10.2143,0.5794,28,query_3di
P62593,286,32,prefix,32,64,2,1,0.9301,0.9195,1.9195,0.9195,149,query_3di
P62593,286,32,prefix,32,64,2,2,0.9301,1.75,2.75,0.875,104,query_3di
P62593,286,32,prefix,32,64,2,4,0.9301,3.4154,4.4,0.8638,65,query_3di
P62593,286,32,prefix,32,64,2,8,0.9301,5.8333,6.8095,0.7335,42,query_3di
P62593,286,32,prefix,32,64,2,12,0.9301,8.2581,9.2258,0.6995,31,query_3di
P62593,286,32,prefix,32,64,2,16,0.9301,9.25,10.2143,0.5927,28,query_3di
P62593,286,32,prefix,32,64,4,1,0.9301,0.9195,1.9195,0.9195,149,query_3di
P62593,286,32,prefix,32,64,4,2,0.9301,1.75,2.75,0.875,104,query_3di
P62593,286,32,prefix,32,64,4,4,0.9301,3.4154,4.4,0.8638,65,query_3di
P62593,286,32,prefix,32,64,4,8,0.9301,5.6744,6.6512,0.7135,43,query_3di
P62593,286,32,prefix,32,64,4,12,0.9301,8.2581,9.2258,0.6995,31,query_3di
P62593,286,32,prefix,32,64,4,16,0.9301,9.25,10.2143,0.5927,28,query_3di
P62593,286,32,prefix,32,64,8,1,0.9371,0.9324,1.9324,0.9324,148,query_3di
P62593,286,32,prefix,32,64,8,2,0.9371,1.7767,2.7767,0.8883,103,query_3di
P62593,286,32,prefix,32,64,8,4,0.9371,3.4844,4.4688,0.8814,64,query_3di
P62593,286,32,prefix,32,64,8,8,0.9371,5.8333,6.8095,0.7335,42,query_3di
P62593,286,32,prefix,32,64,8,12,0.9371,8.2581,9.2258,0.7033,31,query_3di
P62593,286,32,prefix,32,64,8,16,0.9371,10.0385,11.0,0.6541,26,query_3di
P62593,286,32,prefix,32,64,12,1,0.951,0.9392,1.9324,0.9392,148,query_3di
P62593,286,32,prefix,32,64,12,2,0.951,1.8317,2.8317,0.9158,101,query_3di
P62593,286,32,prefix,32,64,12,4,0.951,3.5397,4.5397,0.8849,63,query_3di
P62593,286,32,prefix,32,64,12,8,0.951,6.359,7.3333,0.8,39,query_3di
P62593,286,32,prefix,32,64,12,12,0.951,8.5667,9.5333,0.7343,30,query_3di
P62593,286,32,prefix,32,64,12,16,0.951,11.4783,12.4348,0.7193,23,query_3di
P62593,286,32,prefix,32,64,16,1,0.958,0.9524,1.9456,0.9524,147,query_3di
P62593,286,32,prefix,32,64,16,2,0.958,1.8889,2.8889,0.9444,99,query_3di
P62593,286,32,prefix,32,64,16,4,0.958,3.6129,4.6129,0.9032,62,query_3di
P62593,286,32,prefix,32,64,16,8,0.958,6.7568,7.7297,0.8503,37,query_3di
P62593,286,32,prefix,32,64,16,12,0.958,8.8966,9.8621,0.7633,29,query_3di
P62593,286,32,prefix,32,64,16,16,0.958,12.0455,13.0,0.755,22,query_3di
P62593,286,64,static,64,64,,1,0.8846,0.894,1.894,0.894,151,query_3di
P62593,286,64,static,64,64,,2,0.8846,1.6091,2.6,0.8082,110,query_3di
P62593,286,64,static,64,64,,4,0.8846,3.0857,4.0857,0.7714,70,query_3di
P62593,286,64,static,64,64,,8,0.8846,4.5192,5.5,0.5746,52,query_3di
P62593,286,64,static,64,64,,12,0.8846,5.8333,6.8095,0.488,42,query_3di
P62593,286,64,static,64,64,,16,0.8846,6.175,7.15,0.3902,40,query_3di
P62593,286,64,prefix,64,64,1,1,0.9056,0.9195,1.9195,0.9195,149,query_3di
P62593,286,64,prefix,64,64,1,2,0.9056,1.633,2.6239,0.8203,109,query_3di
P62593,286,64,prefix,64,64,1,4,0.9056,3.2059,4.2059,0.8015,68,query_3di
P62593,286,64,prefix,64,64,1,8,0.9056,4.8571,5.8367,0.6182,49,query_3di
P62593,286,64,prefix,64,64,1,12,0.9056,6.7568,7.7297,0.5656,37,query_3di
P62593,286,64,prefix,64,64,1,16,0.9056,7.2,8.1714,0.4557,35,query_3di
P62593,286,64,prefix,64,64,2,1,0.9126,0.9324,1.9324,0.9324,148,query_3di
P62593,286,64,prefix,64,64,2,2,0.9126,1.633,2.6239,0.8203,109,query_3di
P62593,286,64,prefix,64,64,2,4,0.9126,3.2687,4.2687,0.8172,67,query_3di
P62593,286,64,prefix,64,64,2,8,0.9126,4.9792,5.9583,0.634,48,query_3di
P62593,286,64,prefix,64,64,2,12,0.9126,7.2,8.1714,0.6029,35,query_3di
P62593,286,64,prefix,64,64,2,16,0.9126,7.697,8.6667,0.4875,33,query_3di
P62593,286,64,prefix,64,64,4,1,0.9231,0.9392,1.9324,0.9392,148,query_3di
P62593,286,64,prefix,64,64,4,2,0.9231,1.6729,2.6729,0.8364,107,query_3di
P62593,286,64,prefix,64,64,4,4,0.9231,3.4,4.4,0.85,65,query_3di
P62593,286,64,prefix,64,64,4,8,0.9231,5.3778,6.3556,0.676,45,query_3di
P62593,286,64,prefix,64,64,4,12,0.9231,7.697,8.6667,0.658,33,query_3di
P62593,286,64,prefix,64,64,4,16,0.9231,8.5667,9.5333,0.5365,30,query_3di
P62593,286,64,prefix,64,64,8,1,0.9406,0.9324,1.9324,0.9324,148,query_3di
P62593,286,64,prefix,64,64,8,2,0.9406,1.7864,2.7767,0.8976,103,query_3di
P62593,286,64,prefix,64,64,8,4,0.9406,3.6129,4.6129,0.9032,62,query_3di
P62593,286,64,prefix,64,64,8,8,0.9406,6.0,6.9756,0.7664,41,query_3di
P62593,286,64,prefix,64,64,8,12,0.9406,8.5667,9.5333,0.7179,30,query_3di
P62593,286,64,prefix,64,64,8,16,0.9406,10.48,11.44,0.6667,25,query_3di
P62593,286,64,prefix,64,64,12,1,0.9406,0.9392,1.9324,0.9392,148,query_3di
P62593,286,64,prefix,64,64,12,2,0.9406,1.75,2.75,0.875,104,query_3di
P62593,286,64,prefix,64,64,12,4,0.9406,3.4844,4.4688,0.8745,64,query_3di
P62593,286,64,prefix,64,64,12,8,0.9406,6.0,6.9756,0.7616,41,query_3di
P62593,286,64,prefix,64,64,12,12,0.9406,8.5667,9.5333,0.7364,30,query_3di
P62593,286,64,prefix,64,64,12,16,0.9406,10.48,11.44,0.6895,25,query_3di
P62593,286,64,prefix,64,64,16,1,0.9441,0.9524,1.9456,0.9524,147,query_3di
P62593,286,64,prefix,64,64,16,2,0.9441,1.8039,2.8039,0.902,102,query_3di
P62593,286,64,prefix,64,64,16,4,0.9441,3.5556,4.5397,0.8924,63,query_3di
P62593,286,64,prefix,64,64,16,8,0.9441,6.0,6.9756,0.7664,41,query_3di
P62593,286,64,prefix,64,64,16,12,0.9441,8.8966,9.8621,0.7611,29,query_3di
P62593,286,64,prefix,64,64,16,16,0.9441,10.9583,11.9167,0.7108,24,query_3di
P62937,165,4,static,4,64,,1,0.9758,0.9762,1.9643,0.9762,84,query_3di
P62937,165,4,static,4,64,,2,0.9758,1.8947,2.8947,0.9474,57,query_3di
P62937,165,4,static,4,64,,4,0.9758,3.7429,4.7143,0.9493,35,query_3di
P62937,165,4,static,4,64,,8,0.9758,6.8571,7.8571,0.8571,21,query_3di
P62937,165,4,static,4,64,,12,0.9758,10.0667,11.0,0.8935,15,query_3di
P62937,165,4,static,4,64,,16,0.9758,12.8333,13.75,0.828,12,query_3di
P62937,165,4,prefix,4,64,1,1,0.9697,0.9529,1.9412,0.9529,85,query_3di
P62937,165,4,prefix,4,64,1,2,0.9697,1.8947,2.8947,0.9474,57,query_3di
P62937,165,4,prefix,4,64,1,4,0.9697,3.6111,4.5833,0.9155,36,query_3di
P62937,165,4,prefix,4,64,1,8,0.9697,6.5,7.5,0.8125,22,query_3di
P62937,165,4,prefix,4,64,1,12,0.9697,9.375,10.3125,0.8287,16,query_3di
P62937,165,4,prefix,4,64,1,16,0.9697,11.7692,12.6923,0.7574,13,query_3di
P62937,165,4,prefix,4,64,2,1,0.9758,0.9529,1.9412,0.9529,85,query_3di
P62937,165,4,prefix,4,64,2,2,0.9758,1.8947,2.8947,0.9474,57,query_3di
P62937,165,4,prefix,4,64,2,4,0.9758,3.6111,4.5833,0.9155,36,query_3di
P62937,165,4,prefix,4,64,2,8,0.9758,6.8571,7.8571,0.8571,21,query_3di
P62937,165,4,prefix,4,64,2,12,0.9758,9.375,10.3125,0.8287,16,query_3di
P62937,165,4,prefix,4,64,2,16,0.9758,11.7692,12.6923,0.7574,13,query_3di
P62937,165,4,prefix,4,64,4,1,0.9758,0.9529,1.9412,0.9529,85,query_3di
P62937,165,4,prefix,4,64,4,2,0.9758,1.8947,2.8947,0.9474,57,query_3di
P62937,165,4,prefix,4,64,4,4,0.9758,3.6111,4.5833,0.9155,36,query_3di
P62937,165,4,prefix,4,64,4,8,0.9758,6.8571,7.8571,0.8571,21,query_3di
P62937,165,4,prefix,4,64,4,12,0.9758,9.375,10.3125,0.8287,16,query_3di
P62937,165,4,prefix,4,64,4,16,0.9758,11.7692,12.6923,0.7574,13,query_3di
P62937,165,4,prefix,4,64,8,1,0.9758,0.9529,1.9412,0.9529,85,query_3di
P62937,165,4,prefix,4,64,8,2,0.9758,1.8947,2.8947,0.9474,57,query_3di
P62937,165,4,prefix,4,64,8,4,0.9758,3.6111,4.5833,0.9155,36,query_3di
P62937,165,4,prefix,4,64,8,8,0.9758,6.8571,7.8571,0.8571,21,query_3di
P62937,165,4,prefix,4,64,8,12,0.9758,9.375,10.3125,0.8287,16,query_3di
P62937,165,4,prefix,4,64,8,16,0.9758,11.7692,12.6923,0.7574,13,query_3di
P62937,165,4,prefix,4,64,12,1,0.9818,0.9643,1.9643,0.9643,84,query_3di
P62937,165,4,prefix,4,64,12,2,0.9818,1.9123,2.8947,0.9646,57,query_3di
P62937,165,4,prefix,4,64,12,4,0.9818,3.7429,4.7143,0.9424,35,query_3di
P62937,165,4,prefix,4,64,12,8,0.9818,6.9048,7.8571,0.8841,21,query_3di
P62937,165,4,prefix,4,64,12,12,0.9818,10.0667,11.0,0.8728,15,query_3di
P62937,165,4,prefix,4,64,12,16,0.9818,12.8333,13.75,0.8191,12,query_3di
P62937,165,4,prefix,4,64,16,1,0.9818,0.9643,1.9643,0.9643,84,query_3di
P62937,165,4,prefix,4,64,16,2,0.9818,1.9123,2.8947,0.9646,57,query_3di
P62937,165,4,prefix,4,64,16,4,0.9818,3.7429,4.7143,0.9424,35,query_3di
P62937,165,4,prefix,4,64,16,8,0.9818,6.9048,7.8571,0.8841,21,query_3di
P62937,165,4,prefix,4,64,16,12,0.9818,10.0667,11.0,0.8728,15,query_3di
P62937,165,4,prefix,4,64,16,16,0.9818,12.8333,13.75,0.8191,12,query_3di
P62937,165,8,static,8,64,,1,0.9939,0.988,1.988,0.988,83,query_3di
P62937,165,8,static,8,64,,2,0.9939,1.9643,2.9464,0.9821,56,query_3di
